siteID,domainID,pitID,horizonName,depth_cm,depth_cm_top,depth_cm_bottom,bulk_density,depth_category,uid,pitNamedLocation,horizonID,bulkDensID,setDate,collectDate,laboratoryName,labProjID,bulkDensHorizonProportion,bulkDensSampleType,bulkDensExclCoarseFrag,remarks,publicationDate,release
DEJU,D19,D19_DEJU_PIT1,Bw,22.5,20,25,1.2322,10-30cm,be1cd0ec-9aa6-4e24-9a6d-62152ed5a016,MEGAPT103797,19_DEJU_PIT1_BW,D19_DEJU_PIT1_BULKD_20-25_BW,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.2322,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,C,87.5,84,90,1.2382,60-100cm,84d3db53-a6ef-4f57-b383-f221503fd445,MEGAPT103797,19_DEJU_PIT1_C,D19_DEJU_PIT1_BULKD_85-90_C,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.2382,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,A,11.5,9,14,1.0982,10-30cm,3fbb1462-5a8c-482d-965f-504e28435b8d,MEGAPT103797,19_DEJU_PIT1_A,D19_DEJU_PIT1_BULKD_9-14_A,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.0982,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,2BC2,221.5,220,223,1.6113,NA,60389957-3b88-4948-a010-de6213dea9a3,MEGAPT103797,19_DEJU_PIT1_2BC2,D19_DEJU_PIT1_BULKD_220-223_2BC2,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.6113,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,Oe,2.5,0,5,0.569,0-10cm,c6b97892-bc96-487f-a024-2f15287ed0a6,MEGAPT103797,19_DEJU_PIT1_OE,D19_DEJU_PIT1_BULKD_0-5_OE,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,0.569,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,2BC1,142.5,140,145,1.623,100+cm,ce8d8dfa-3721-4e3f-969a-7facee566e78,MEGAPT103797,19_DEJU_PIT1_2BC1,D19_DEJU_PIT1_BULKD_140-145_2BC1,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.623,NA,2024-11-18T13:53:44Z,RELEASE-2025
DEJU,D19,D19_DEJU_PIT1,BC,42.5,40,45,1.2264,30-60cm,ef4a9aca-7c66-4a3b-a7f2-a44809436b9a,MEGAPT103797,19_DEJU_PIT1_BC,D19_DEJU_PIT1_BULKD_40-45_BC,2015-07-28,2015-07-28,USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE,I2015USAK080,1,Regular,1.2264,NA,2024-11-18T13:53:44Z,RELEASE-2025
